protein_per_100g,sugar_per_100g,fat_per_100g,fiber_per_100g,calories_per_100g,sodium_per_100g,has_artificial_sweetener,has_preservatives,has_trans_fat,ingredient_risk_count,category,health_score,risk_labels
14.5,4.6,8.5,3.4,227.6,452.0,0,1,0,0,FROZEN_FOODS,85,PRESERVATIVES
11.5,4.3,6.3,6.2,175.2,455.9,0,0,0,0,FROZEN_FOODS,90,NONE
5.2,16.3,19.8,3.4,438.2,276.1,0,1,0,1,BISCUITS_COOKIES,41,"HIGH_FAT,PRESERVATIVES"
21.5,13.7,15.9,1.9,425.3,486.5,0,1,1,4,HEALTH_SUPPLEMENTS,24,"TRANS_FAT,PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
0.8,9.8,0.5,0.3,36.4,189.9,1,0,0,2,BEVERAGES,31,"ARTIFICIAL_SWEETENER,LOW_FIBER"
6.9,7.2,19.2,4.0,444.5,505.8,0,0,0,3,SNACKS,58,"HIGH_FAT,MANY_RISKY_INGREDIENTS"
4.1,33.1,9.8,4.1,437.6,576.5,0,0,0,2,BREAKFAST_CEREAL,39,HIGH_SUGAR
2.7,4.8,7.6,1.3,96.7,357.6,0,0,0,1,SAUCES_SPREADS,70,LOW_FIBER
11.6,36.0,22.5,3.8,430.7,322.8,0,1,0,5,PROTEIN_BAR,14,"HIGH_SUGAR,HIGH_FAT,PRESERVATIVES,MANY_RISKY_INGREDIENTS"
10.3,24.7,24.8,4.0,472.2,81.6,0,0,0,1,CHOCOLATES_CONFECTIONERY,63,"HIGH_SUGAR,HIGH_FAT,HIGH_CALORIE"
1.3,19.4,11.5,0.4,260.6,633.6,0,1,0,1,SAUCES_SPREADS,38,"PRESERVATIVES,LOW_FIBER"
10.9,4.3,2.4,1.1,54.6,201.3,0,0,0,0,DAIRY_PRODUCTS,86,LOW_FIBER
0.4,0.6,0.0,0.6,21.8,6.7,0,0,0,0,BEVERAGES,70,LOW_FIBER
9.4,5.0,7.7,4.1,249.5,491.6,0,0,0,0,FROZEN_FOODS,86,NONE
25.7,20.9,17.1,2.1,422.7,508.2,1,1,0,4,HEALTH_SUPPLEMENTS,34,"HIGH_SUGAR,ARTIFICIAL_SWEETENER,PRESERVATIVES,MANY_RISKY_INGREDIENTS"
1.7,13.3,14.0,0.3,273.2,528.3,1,1,0,2,SAUCES_SPREADS,38,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER"
7.8,34.5,25.2,1.9,481.7,145.4,0,1,0,1,CHOCOLATES_CONFECTIONERY,45,"HIGH_SUGAR,HIGH_FAT,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE"
75.5,1.2,4.9,2.1,373.7,295.2,0,0,0,0,HEALTH_SUPPLEMENTS,88,NONE
2.4,11.5,25.0,0.3,554.7,996.8,1,1,0,5,SNACKS,9,"HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
4.9,7.4,2.3,1.7,118.7,277.7,0,1,0,0,SAUCES_SPREADS,69,"PRESERVATIVES,LOW_FIBER"
2.6,57.3,32.2,1.1,561.0,78.5,1,1,0,3,CHOCOLATES_CONFECTIONERY,14,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
1.1,1.5,0.3,0.1,13.5,48.0,0,0,0,0,BEVERAGES,75,LOW_FIBER
3.6,5.9,25.1,0.3,510.0,882.9,0,1,0,5,SNACKS,23,"HIGH_FAT,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
0.2,1.3,0.0,0.0,12.7,71.1,0,0,0,0,ENERGY_DRINKS,75,LOW_FIBER
30.4,6.0,11.9,14.9,354.9,173.1,0,0,0,0,PROTEIN_BAR,90,NONE
5.7,4.9,22.4,0.9,460.6,1248.3,1,1,1,3,INSTANT_NOODLES_RTE,5,"HIGH_FAT,TRANS_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
4.2,50.1,30.7,0.5,574.7,145.0,1,0,1,2,CHOCOLATES_CONFECTIONERY,6,"HIGH_SUGAR,HIGH_FAT,TRANS_FAT,ARTIFICIAL_SWEETENER,LOW_FIBER,HIGH_CALORIE"
2.4,13.2,25.1,1.3,532.4,998.0,0,0,1,5,SNACKS,7,"HIGH_FAT,TRANS_FAT,LOW_FIBER,HIGH_CALORIE,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
5.0,7.1,25.4,1.3,577.2,1157.9,1,1,0,5,SNACKS,9,"HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
12.4,2.6,6.1,6.1,316.3,452.1,0,0,0,1,INSTANT_NOODLES_RTE,95,NONE
3.2,27.5,29.9,1.6,499.7,321.0,0,0,0,3,BISCUITS_COOKIES,9,"HIGH_SUGAR,HIGH_FAT,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
7.4,12.6,9.3,9.9,384.4,425.9,0,0,0,2,BREAKFAST_CEREAL,64,NONE
6.3,19.3,20.6,2.8,474.3,352.7,1,1,0,1,BISCUITS_COOKIES,19,"HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,HIGH_CALORIE"
5.1,5.5,9.4,4.1,424.2,280.0,0,0,0,0,SNACKS,78,NONE
7.9,4.7,14.1,1.1,418.3,983.6,0,1,0,2,INSTANT_NOODLES_RTE,55,"PRESERVATIVES,LOW_FIBER,HIGH_SODIUM"
1.5,22.2,28.5,0.1,397.9,1068.0,0,1,0,2,SAUCES_SPREADS,1,"HIGH_SUGAR,HIGH_FAT,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM"
3.8,59.8,30.3,1.1,523.2,155.2,0,1,1,2,CHOCOLATES_CONFECTIONERY,9,"HIGH_SUGAR,HIGH_FAT,TRANS_FAT,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE"
1.3,12.9,16.7,0.9,180.1,737.7,1,1,0,1,SAUCES_SPREADS,32,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER"
0.3,2.5,0.0,0.0,11.9,123.0,0,0,0,1,ENERGY_DRINKS,66,LOW_FIBER
4.7,31.8,23.2,1.9,512.1,354.5,0,0,0,2,BISCUITS_COOKIES,11,"HIGH_SUGAR,HIGH_FAT,LOW_FIBER,HIGH_CALORIE"
3.7,32.8,8.6,4.9,433.3,485.6,1,0,1,2,BREAKFAST_CEREAL,16,"HIGH_SUGAR,TRANS_FAT,ARTIFICIAL_SWEETENER"
5.9,22.8,19.7,2.8,474.6,269.7,0,0,1,3,BISCUITS_COOKIES,8,"HIGH_SUGAR,HIGH_FAT,TRANS_FAT,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
0.3,11.3,0.1,0.0,50.3,96.9,0,1,0,4,BEVERAGES,25,"PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
15.0,11.0,4.4,14.9,369.5,285.5,0,0,0,0,BREAKFAST_CEREAL,84,NONE
2.9,52.4,37.7,1.6,544.0,192.1,1,1,0,2,CHOCOLATES_CONFECTIONERY,8,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE"
5.9,38.6,23.3,4.2,420.1,622.0,1,0,1,4,PROTEIN_BAR,0,"HIGH_SUGAR,HIGH_FAT,TRANS_FAT,ARTIFICIAL_SWEETENER,MANY_RISKY_INGREDIENTS"
73.4,3.3,5.9,2.1,376.8,108.9,0,0,0,0,HEALTH_SUPPLEMENTS,89,NONE
0.7,5.1,0.0,0.0,26.2,219.9,0,1,0,1,ENERGY_DRINKS,45,"PRESERVATIVES,LOW_FIBER"
3.4,7.8,18.0,3.3,469.1,487.3,0,0,1,1,SNACKS,38,"TRANS_FAT,HIGH_CALORIE"
4.6,3.4,22.4,0.5,486.3,1654.3,1,1,0,4,INSTANT_NOODLES_RTE,14,"HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
28.2,5.3,5.6,9.2,368.3,356.8,0,0,0,1,PROTEIN_BAR,83,NONE
8.1,3.3,1.1,1.2,98.0,230.6,0,0,0,0,DAIRY_PRODUCTS,86,LOW_FIBER
6.9,3.3,12.6,7.0,403.1,304.5,0,0,0,0,SNACKS,80,NONE
8.5,10.3,8.7,5.5,420.7,387.2,0,0,0,0,BISCUITS_COOKIES,68,NONE
23.0,17.1,16.8,1.5,437.8,447.1,1,1,0,2,HEALTH_SUPPLEMENTS,28,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER"
0.2,9.0,0.5,0.2,27.1,85.8,1,0,0,1,BEVERAGES,33,"ARTIFICIAL_SWEETENER,LOW_FIBER"
24.8,5.3,8.9,8.6,335.8,389.7,0,0,0,0,PROTEIN_BAR,85,NONE
6.1,4.9,12.5,3.0,386.6,846.8,0,1,1,1,INSTANT_NOODLES_RTE,51,"TRANS_FAT,PRESERVATIVES,HIGH_SODIUM"
7.3,20.2,9.8,5.1,402.8,328.7,0,0,0,1,BREAKFAST_CEREAL,55,HIGH_SUGAR
5.9,3.4,3.3,1.5,66.1,56.9,0,0,0,0,DAIRY_PRODUCTS,87,LOW_FIBER
4.0,31.8,8.3,3.9,426.4,460.6,0,0,1,2,BREAKFAST_CEREAL,24,"HIGH_SUGAR,TRANS_FAT"
0.3,5.8,0.0,0.0,32.1,175.2,1,1,0,2,ENERGY_DRINKS,40,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER"
8.7,3.2,9.7,5.5,230.2,366.6,0,0,0,0,FROZEN_FOODS,86,NONE
4.3,16.7,14.1,0.2,190.0,583.9,1,1,0,3,DAIRY_PRODUCTS,31,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
5.2,5.2,3.9,0.3,91.8,81.0,0,0,0,0,DAIRY_PRODUCTS,80,LOW_FIBER
13.1,4.7,5.3,4.8,170.5,391.6,0,1,0,1,FROZEN_FOODS,83,PRESERVATIVES
14.8,11.7,11.3,7.4,350.7,464.7,1,0,0,0,PROTEIN_BAR,52,ARTIFICIAL_SWEETENER
13.1,11.9,11.9,3.1,375.2,226.9,0,0,0,1,PROTEIN_BAR,54,NONE
2.0,34.6,9.0,4.7,404.7,686.5,1,0,1,4,BREAKFAST_CEREAL,7,"HIGH_SUGAR,TRANS_FAT,ARTIFICIAL_SWEETENER,MANY_RISKY_INGREDIENTS"
1.5,2.8,0.2,0.3,20.8,69.8,0,0,0,0,BEVERAGES,63,LOW_FIBER
0.8,1.1,0.4,0.8,8.1,39.8,0,0,0,0,BEVERAGES,75,LOW_FIBER
4.2,6.2,3.1,0.7,65.9,388.5,0,0,0,1,SAUCES_SPREADS,67,LOW_FIBER
0.8,28.7,28.9,0.3,300.9,1065.1,1,1,0,4,SAUCES_SPREADS,0,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
0.5,10.5,0.0,0.0,58.6,348.1,1,1,0,2,ENERGY_DRINKS,16,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER"
1.4,5.3,7.4,0.6,99.2,234.7,0,0,0,0,SAUCES_SPREADS,70,LOW_FIBER
6.3,7.7,19.2,1.7,315.7,1189.9,1,1,1,5,FROZEN_FOODS,14,"HIGH_FAT,TRANS_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
76.0,2.4,7.6,2.4,344.0,218.2,0,0,0,0,HEALTH_SUPPLEMENTS,89,NONE
0.3,13.0,0.0,0.0,66.2,308.2,1,1,0,2,ENERGY_DRINKS,16,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER"
71.1,1.6,2.6,5.2,306.8,160.6,0,0,0,0,HEALTH_SUPPLEMENTS,100,NONE
1.0,6.6,0.0,0.0,46.7,276.3,0,0,0,2,ENERGY_DRINKS,48,LOW_FIBER
8.9,16.4,8.4,8.7,385.3,332.9,0,0,0,2,BREAKFAST_CEREAL,61,NONE
9.8,34.0,18.2,2.4,419.4,524.8,0,0,0,4,PROTEIN_BAR,17,"HIGH_SUGAR,HIGH_FAT,MANY_RISKY_INGREDIENTS"
5.3,3.7,14.7,3.0,392.1,904.8,1,0,1,2,INSTANT_NOODLES_RTE,46,"TRANS_FAT,ARTIFICIAL_SWEETENER,HIGH_SODIUM"
0.8,0.3,0.1,0.4,20.2,90.5,0,0,0,0,BEVERAGES,70,LOW_FIBER
8.2,6.6,16.6,2.3,236.6,582.1,1,1,0,3,FROZEN_FOODS,47,"ARTIFICIAL_SWEETENER,PRESERVATIVES,MANY_RISKY_INGREDIENTS"
0.0,7.8,0.0,0.0,48.0,293.7,1,0,0,1,ENERGY_DRINKS,42,"ARTIFICIAL_SWEETENER,LOW_FIBER"
0.8,2.7,0.0,0.0,13.1,144.4,0,0,0,1,ENERGY_DRINKS,66,LOW_FIBER
5.5,10.0,18.6,1.8,361.5,877.1,1,1,0,5,FROZEN_FOODS,24,"HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
4.8,46.1,31.1,0.3,561.4,146.8,1,1,0,3,CHOCOLATES_CONFECTIONERY,21,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
0.6,5.4,0.0,0.0,35.3,250.0,1,1,0,2,ENERGY_DRINKS,35,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER"
71.0,4.4,6.1,7.3,316.3,274.7,0,0,0,0,HEALTH_SUPPLEMENTS,97,NONE
17.2,8.2,13.3,4.5,402.4,262.5,0,0,0,2,PROTEIN_BAR,63,NONE
1.5,31.0,27.6,0.1,386.5,896.1,0,1,0,2,SAUCES_SPREADS,11,"HIGH_SUGAR,HIGH_FAT,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM"
8.9,16.9,6.3,8.4,380.1,347.2,0,1,0,2,BREAKFAST_CEREAL,56,PRESERVATIVES
5.6,6.5,23.0,0.5,476.0,1158.6,0,1,1,3,INSTANT_NOODLES_RTE,6,"HIGH_FAT,TRANS_FAT,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
55.2,12.0,8.0,2.3,413.5,257.4,1,0,0,1,HEALTH_SUPPLEMENTS,61,ARTIFICIAL_SWEETENER
4.3,7.8,21.6,1.8,488.7,463.8,0,0,1,3,SNACKS,20,"HIGH_FAT,TRANS_FAT,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
0.4,2.4,0.0,0.0,13.2,147.5,0,0,0,1,ENERGY_DRINKS,66,LOW_FIBER
3.6,60.0,37.3,1.3,541.6,110.9,1,0,0,4,CHOCOLATES_CONFECTIONERY,9,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
0.3,0.2,0.0,0.0,15.6,85.7,0,0,0,0,ENERGY_DRINKS,75,LOW_FIBER
7.5,5.9,15.2,2.6,497.8,601.9,1,1,0,3,SNACKS,33,"ARTIFICIAL_SWEETENER,PRESERVATIVES,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
4.7,13.5,30.9,0.1,562.6,1122.8,1,1,0,3,SNACKS,3,"HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
11.8,10.2,5.8,11.3,378.8,269.0,0,1,0,0,BREAKFAST_CEREAL,71,PRESERVATIVES
11.0,18.7,23.4,4.2,474.1,94.8,0,0,0,0,CHOCOLATES_CONFECTIONERY,72,"HIGH_FAT,HIGH_CALORIE"
2.0,6.0,7.3,0.9,141.0,256.5,0,1,0,0,SAUCES_SPREADS,65,"PRESERVATIVES,LOW_FIBER"
9.9,6.8,15.4,1.7,296.9,725.1,0,1,0,3,FROZEN_FOODS,45,"PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
10.0,8.9,2.0,10.0,376.4,248.4,0,0,0,0,BREAKFAST_CEREAL,86,NONE
5.8,15.6,9.9,7.4,385.5,326.1,0,0,0,0,BREAKFAST_CEREAL,61,NONE
4.5,46.2,33.8,1.9,550.2,149.3,1,1,0,3,CHOCOLATES_CONFECTIONERY,21,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
12.5,9.9,16.3,5.3,371.1,315.2,1,1,0,1,PROTEIN_BAR,42,"ARTIFICIAL_SWEETENER,PRESERVATIVES"
9.6,6.3,14.3,2.8,262.9,742.1,0,0,0,2,FROZEN_FOODS,62,NONE
2.9,13.7,31.9,0.5,502.9,750.9,1,0,0,4,SNACKS,16,"HIGH_FAT,ARTIFICIAL_SWEETENER,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
3.5,10.4,7.4,0.5,139.1,192.9,1,1,0,1,DAIRY_PRODUCTS,51,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER"
7.1,13.4,9.7,7.1,395.6,301.4,1,0,0,1,BREAKFAST_CEREAL,58,ARTIFICIAL_SWEETENER
1.2,2.1,0.0,0.5,10.3,73.8,0,0,0,0,BEVERAGES,68,LOW_FIBER
0.9,5.4,0.9,0.2,28.6,85.9,0,0,0,1,BEVERAGES,55,LOW_FIBER
1.1,25.4,27.7,0.2,375.5,1014.0,0,1,0,2,SAUCES_SPREADS,1,"HIGH_SUGAR,HIGH_FAT,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM"
20.7,8.4,16.6,5.9,392.5,356.9,1,0,0,0,PROTEIN_BAR,59,ARTIFICIAL_SWEETENER
5.2,29.4,20.3,2.6,429.7,572.7,0,1,1,5,PROTEIN_BAR,0,"HIGH_SUGAR,HIGH_FAT,TRANS_FAT,PRESERVATIVES,MANY_RISKY_INGREDIENTS"
1.1,31.1,25.9,0.2,377.1,1006.3,1,1,0,2,SAUCES_SPREADS,0,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM"
0.8,9.6,0.5,0.3,43.1,64.8,0,1,0,1,BEVERAGES,36,"PRESERVATIVES,LOW_FIBER"
63.8,3.8,3.5,4.8,347.3,277.4,0,0,0,0,HEALTH_SUPPLEMENTS,97,NONE
0.2,13.0,0.0,0.0,47.2,267.5,0,1,0,3,ENERGY_DRINKS,27,"PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
5.1,3.7,8.9,6.3,422.5,244.5,0,1,0,1,SNACKS,82,PRESERVATIVES
13.3,10.5,5.8,14.0,372.1,320.6,0,0,0,0,BREAKFAST_CEREAL,80,NONE
4.1,20.6,17.1,1.3,430.1,362.4,1,1,1,1,BISCUITS_COOKIES,5,"HIGH_SUGAR,TRANS_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER"
18.0,8.6,17.8,5.7,389.2,356.0,1,0,0,0,PROTEIN_BAR,54,ARTIFICIAL_SWEETENER
3.2,10.8,26.1,0.3,301.5,925.1,1,0,0,3,FROZEN_FOODS,23,"HIGH_FAT,ARTIFICIAL_SWEETENER,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
14.7,12.0,16.2,7.7,410.3,369.3,0,0,0,0,PROTEIN_BAR,55,NONE
14.6,10.5,18.0,3.9,360.4,229.6,1,1,0,0,PROTEIN_BAR,38,"ARTIFICIAL_SWEETENER,PRESERVATIVES"
54.5,11.7,10.8,3.3,362.6,229.9,0,1,0,0,HEALTH_SUPPLEMENTS,66,PRESERVATIVES
9.6,11.5,7.2,13.0,364.5,230.1,0,1,0,0,BREAKFAST_CEREAL,71,PRESERVATIVES
1.6,0.6,0.1,0.7,13.1,93.5,0,0,0,0,BEVERAGES,75,LOW_FIBER
7.7,35.4,28.9,1.2,513.5,78.9,0,1,0,2,CHOCOLATES_CONFECTIONERY,35,"HIGH_SUGAR,HIGH_FAT,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE"
1.0,25.0,28.0,0.2,340.9,1080.9,1,1,0,4,SAUCES_SPREADS,0,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
6.6,9.4,9.9,7.5,411.7,214.4,0,0,0,1,BISCUITS_COOKIES,72,NONE
3.2,5.7,20.1,0.8,442.6,1462.5,1,1,0,3,INSTANT_NOODLES_RTE,14,"HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
0.6,1.4,0.1,0.5,19.1,7.8,0,0,0,0,BEVERAGES,75,LOW_FIBER
24.8,4.8,11.6,14.3,316.5,207.5,0,0,0,1,PROTEIN_BAR,90,NONE
57.0,11.5,7.7,3.0,412.7,442.0,0,0,0,1,HEALTH_SUPPLEMENTS,73,NONE
5.8,2.2,15.9,1.8,373.7,769.3,1,1,0,1,INSTANT_NOODLES_RTE,44,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER"
3.8,7.7,20.9,0.3,337.9,1164.3,1,1,1,5,FROZEN_FOODS,5,"HIGH_FAT,TRANS_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
4.6,56.0,36.6,0.8,536.9,158.3,1,1,0,3,CHOCOLATES_CONFECTIONERY,6,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
7.2,5.3,12.0,4.9,417.9,261.1,0,0,0,0,BISCUITS_COOKIES,66,NONE
12.0,8.7,12.3,7.4,360.3,413.3,1,1,0,2,PROTEIN_BAR,49,"ARTIFICIAL_SWEETENER,PRESERVATIVES"
8.3,5.7,3.6,0.8,64.6,125.0,0,0,0,0,DAIRY_PRODUCTS,84,LOW_FIBER
16.0,17.5,15.1,4.5,358.9,452.8,0,1,0,3,PROTEIN_BAR,38,"PRESERVATIVES,MANY_RISKY_INGREDIENTS"
1.1,14.1,13.5,0.4,269.8,831.2,1,0,0,2,SAUCES_SPREADS,40,"ARTIFICIAL_SWEETENER,LOW_FIBER,HIGH_SODIUM"
0.9,9.2,0.8,0.2,33.6,120.6,0,0,0,0,BEVERAGES,43,LOW_FIBER
21.3,7.6,9.1,11.7,372.9,203.7,0,0,0,0,PROTEIN_BAR,84,NONE
8.3,5.1,14.1,2.1,407.3,700.1,0,0,0,2,INSTANT_NOODLES_RTE,62,NONE
5.8,4.0,17.2,1.7,375.5,806.9,1,1,1,3,INSTANT_NOODLES_RTE,25,"TRANS_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
3.8,32.4,22.3,2.0,506.8,345.7,1,1,0,2,BISCUITS_COOKIES,3,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,HIGH_CALORIE"
6.7,14.0,19.5,1.7,326.6,1036.3,1,0,1,5,FROZEN_FOODS,13,"HIGH_FAT,TRANS_FAT,ARTIFICIAL_SWEETENER,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
5.4,7.0,18.9,0.9,488.1,1242.1,0,1,0,3,INSTANT_NOODLES_RTE,26,"HIGH_FAT,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
14.3,11.4,7.7,11.6,370.3,294.6,0,0,0,0,BREAKFAST_CEREAL,80,NONE
0.4,6.2,0.0,0.0,48.1,204.3,0,0,0,2,ENERGY_DRINKS,48,LOW_FIBER
2.5,56.5,36.4,1.1,564.3,100.3,1,1,0,4,CHOCOLATES_CONFECTIONERY,4,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
5.1,9.7,5.2,1.0,118.9,339.0,0,0,0,1,DAIRY_PRODUCTS,69,LOW_FIBER
2.1,49.7,38.9,0.0,532.1,193.9,1,0,0,3,CHOCOLATES_CONFECTIONERY,18,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
8.5,3.7,16.3,3.8,398.6,757.4,0,1,1,1,INSTANT_NOODLES_RTE,50,"TRANS_FAT,PRESERVATIVES"
0.3,14.5,0.0,0.0,48.1,306.8,1,1,0,3,ENERGY_DRINKS,19,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
24.2,3.9,11.6,7.8,336.9,301.4,0,0,0,1,PROTEIN_BAR,86,NONE
0.4,13.8,0.3,0.0,63.6,76.5,1,0,0,2,BEVERAGES,26,"ARTIFICIAL_SWEETENER,LOW_FIBER"
4.7,32.6,22.6,0.6,525.9,371.8,0,1,0,4,BISCUITS_COOKIES,2,"HIGH_SUGAR,HIGH_FAT,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
78.3,2.2,6.4,2.4,369.2,199.9,0,0,0,0,HEALTH_SUPPLEMENTS,89,NONE
2.2,37.9,25.7,0.5,496.9,444.9,1,1,1,4,BISCUITS_COOKIES,0,"HIGH_SUGAR,HIGH_FAT,TRANS_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
7.0,12.6,6.1,0.5,104.0,252.4,1,1,0,1,DAIRY_PRODUCTS,50,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER"
4.8,4.9,21.5,1.2,469.2,1389.1,1,0,1,5,INSTANT_NOODLES_RTE,2,"HIGH_FAT,TRANS_FAT,ARTIFICIAL_SWEETENER,LOW_FIBER,HIGH_CALORIE,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
10.4,5.7,13.7,4.8,388.1,329.6,0,0,0,0,SNACKS,73,NONE
6.3,7.8,10.7,7.0,402.8,234.2,0,0,0,1,BISCUITS_COOKIES,68,NONE
4.3,16.0,10.9,0.1,140.9,464.6,1,1,0,3,DAIRY_PRODUCTS,31,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
1.7,1.6,0.3,0.3,16.2,11.9,0,0,0,0,BEVERAGES,75,LOW_FIBER
0.5,1.0,0.0,0.0,12.1,142.0,0,0,0,0,ENERGY_DRINKS,75,LOW_FIBER
1.9,31.7,18.3,0.3,363.4,1377.8,0,1,0,2,SAUCES_SPREADS,6,"HIGH_SUGAR,HIGH_FAT,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM"
